filename,actual letter,predicted letter,result,confidence score
Aclonica-Regular_TTFF_105_26.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_27.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_28.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_29.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_3.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_30.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_31.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_32.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_33.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_34.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_35.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_36.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_37.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_38.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_39.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_4.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_40.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_41.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_42.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_43.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_44.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_45.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_46.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_47.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_48.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_49.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_5.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_6.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_7.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_8.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_9.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_106_0.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_1.png,j,j,Pass,0.92
Aclonica-Regular_TTFF_106_10.png,j,j,Pass,0.99
Aclonica-Regular_TTFF_106_11.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_12.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_13.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_14.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_15.png,j,j,Pass,0.99
Aclonica-Regular_TTFF_106_16.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_17.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_18.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_19.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_2.png,j,j,Pass,0.99
Aclonica-Regular_TTFF_106_20.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_21.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_22.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_23.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_24.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_25.png,j,j,Pass,0.88
Aclonica-Regular_TTFF_106_26.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_27.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_28.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_29.png,j,j,Pass,0.96
Aclonica-Regular_TTFF_106_3.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_30.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_31.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_32.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_33.png,j,j,Pass,0.99
Aclonica-Regular_TTFF_106_34.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_35.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_36.png,j,j,Pass,0.95
Aclonica-Regular_TTFF_106_37.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_38.png,j,j,Pass,0.68
Aclonica-Regular_TTFF_106_39.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_4.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_40.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_41.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_42.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_43.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_44.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_45.png,j,j,Pass,0.95
Aclonica-Regular_TTFF_106_46.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_47.png,j,j,Pass,0.94
Aclonica-Regular_TTFF_106_48.png,j,j,Pass,0.99
Aclonica-Regular_TTFF_106_49.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_5.png,j,j,Pass,0.97
Aclonica-Regular_TTFF_106_6.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_7.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_8.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_106_9.png,j,j,Pass,1.00
Aclonica-Regular_TTFF_107_0.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_1.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_10.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_11.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_12.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_13.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_14.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_15.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_16.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_17.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_18.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_19.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_2.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_20.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_21.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_22.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_23.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_24.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_25.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_26.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_27.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_28.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_29.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_3.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_30.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_31.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_32.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_33.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_34.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_35.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_36.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_37.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_38.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_39.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_4.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_40.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_41.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_42.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_43.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_44.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_45.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_46.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_47.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_48.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_49.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_5.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_6.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_7.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_8.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_107_9.png,k,k,Pass,1.00
Aclonica-Regular_TTFF_108_0.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_1.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_10.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_11.png,l,l,Pass,0.97
Aclonica-Regular_TTFF_108_12.png,l,l,Pass,0.97
Aclonica-Regular_TTFF_108_13.png,l,l,Pass,0.93
Aclonica-Regular_TTFF_108_14.png,l,l,Pass,0.97
Aclonica-Regular_TTFF_108_15.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_16.png,l,l,Pass,0.99
Aclonica-Regular_TTFF_108_17.png,l,l,Pass,0.84
Aclonica-Regular_TTFF_108_18.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_19.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_2.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_20.png,l,l,Pass,0.99
Aclonica-Regular_TTFF_108_21.png,l,l,Pass,0.97
Aclonica-Regular_TTFF_108_22.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_23.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_24.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_25.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_26.png,l,i,Fail,0.59
Aclonica-Regular_TTFF_108_27.png,l,l,Pass,1.00
Aclonica-Regular_TTFF_108_28.png,l,l,Pass,1.00
